0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,0.5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,,,0.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.25,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.5,,,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,0.25,,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,0.25,,,,,0.5,,,,
,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,
,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,
,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.25,,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
